file_id,type,number_affix,date,area,param,step,request_time
pf_2020-12-01_nontem.grib,pf,,2020-12-01/to/2020-12-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2020-12-01_tem.grib,cf,#,2020-12-01/to/2020-12-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2020-12-01_nontem.grib,pf,,2020-12-01/to/2020-12-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-01-01_tem.grib,cf,#,2021-01-01/to/2021-01-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-01-01_nontem.grib,pf,,2021-01-01/to/2021-01-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-01-01_tem.grib,cf,#,2021-01-01/to/2021-01-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-01-01_nontem.grib,pf,,2021-01-01/to/2021-01-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-02-01_tem.grib,cf,#,2021-02-01/to/2021-02-28,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-02-01_nontem.grib,pf,,2021-02-01/to/2021-02-28,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-02-01_tem.grib,cf,#,2021-02-01/to/2021-02-28,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-02-01_nontem.grib,pf,,2021-02-01/to/2021-02-28,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-03-01_tem.grib,cf,#,2021-03-01/to/2021-03-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-03-01_nontem.grib,pf,,2021-03-01/to/2021-03-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-03-01_tem.grib,cf,#,2021-03-01/to/2021-03-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-03-01_nontem.grib,pf,,2021-03-01/to/2021-03-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-04-01_tem.grib,cf,#,2021-04-01/to/2021-04-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-04-01_nontem.grib,pf,,2021-04-01/to/2021-04-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-04-01_tem.grib,cf,#,2021-04-01/to/2021-04-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-04-01_nontem.grib,pf,,2021-04-01/to/2021-04-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-05-01_tem.grib,cf,#,2021-05-01/to/2021-05-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-05-01_nontem.grib,pf,,2021-05-01/to/2021-05-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-05-01_tem.grib,cf,#,2021-05-01/to/2021-05-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-05-01_nontem.grib,pf,,2021-05-01/to/2021-05-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-06-01_tem.grib,cf,#,2021-06-01/to/2021-06-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-06-01_nontem.grib,pf,,2021-06-01/to/2021-06-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-06-01_tem.grib,cf,#,2021-06-01/to/2021-06-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-06-01_nontem.grib,pf,,2021-06-01/to/2021-06-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-07-01_tem.grib,cf,#,2021-07-01/to/2021-07-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-07-01_nontem.grib,pf,,2021-07-01/to/2021-07-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-07-01_tem.grib,cf,#,2021-07-01/to/2021-07-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-07-01_nontem.grib,pf,,2021-07-01/to/2021-07-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-08-01_tem.grib,cf,#,2021-08-01/to/2021-08-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-08-01_nontem.grib,pf,,2021-08-01/to/2021-08-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-08-01_tem.grib,cf,#,2021-08-01/to/2021-08-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-08-01_nontem.grib,pf,,2021-08-01/to/2021-08-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-09-01_tem.grib,cf,#,2021-09-01/to/2021-09-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-09-01_nontem.grib,pf,,2021-09-01/to/2021-09-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-09-01_tem.grib,cf,#,2021-09-01/to/2021-09-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-09-01_nontem.grib,pf,,2021-09-01/to/2021-09-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-10-01_tem.grib,cf,#,2021-10-01/to/2021-10-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-10-01_nontem.grib,pf,,2021-10-01/to/2021-10-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-10-01_tem.grib,cf,#,2021-10-01/to/2021-10-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-10-01_nontem.grib,pf,,2021-10-01/to/2021-10-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-11-01_tem.grib,cf,#,2021-11-01/to/2021-11-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-11-01_nontem.grib,pf,,2021-11-01/to/2021-11-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-11-01_tem.grib,cf,#,2021-11-01/to/2021-11-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-11-01_nontem.grib,pf,,2021-11-01/to/2021-11-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2021-12-01_tem.grib,cf,#,2021-12-01/to/2021-12-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2021-12-01_nontem.grib,pf,,2021-12-01/to/2021-12-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2021-12-01_tem.grib,cf,#,2021-12-01/to/2021-12-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2021-12-01_nontem.grib,pf,,2021-12-01/to/2021-12-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-01-01_tem.grib,cf,#,2022-01-01/to/2022-01-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-01-01_nontem.grib,pf,,2022-01-01/to/2022-01-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-01-01_tem.grib,cf,#,2022-01-01/to/2022-01-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-01-01_nontem.grib,pf,,2022-01-01/to/2022-01-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-02-01_tem.grib,cf,#,2022-02-01/to/2022-02-28,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-02-01_nontem.grib,pf,,2022-02-01/to/2022-02-28,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-02-01_tem.grib,cf,#,2022-02-01/to/2022-02-28,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-02-01_nontem.grib,pf,,2022-02-01/to/2022-02-28,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-03-01_tem.grib,cf,#,2022-03-01/to/2022-03-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-03-01_nontem.grib,pf,,2022-03-01/to/2022-03-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-03-01_tem.grib,cf,#,2022-03-01/to/2022-03-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-03-01_nontem.grib,pf,,2022-03-01/to/2022-03-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-04-01_tem.grib,cf,#,2022-04-01/to/2022-04-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-04-01_nontem.grib,pf,,2022-04-01/to/2022-04-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-04-01_tem.grib,cf,#,2022-04-01/to/2022-04-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-04-01_nontem.grib,pf,,2022-04-01/to/2022-04-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-05-01_tem.grib,cf,#,2022-05-01/to/2022-05-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-05-01_nontem.grib,pf,,2022-05-01/to/2022-05-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-05-01_tem.grib,cf,#,2022-05-01/to/2022-05-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-05-01_nontem.grib,pf,,2022-05-01/to/2022-05-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-06-01_tem.grib,cf,#,2022-06-01/to/2022-06-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-06-01_nontem.grib,pf,,2022-06-01/to/2022-06-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-06-01_tem.grib,cf,#,2022-06-01/to/2022-06-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-06-01_nontem.grib,pf,,2022-06-01/to/2022-06-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-07-01_tem.grib,cf,#,2022-07-01/to/2022-07-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-07-01_nontem.grib,pf,,2022-07-01/to/2022-07-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-07-01_tem.grib,cf,#,2022-07-01/to/2022-07-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-07-01_nontem.grib,pf,,2022-07-01/to/2022-07-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-08-01_tem.grib,cf,#,2022-08-01/to/2022-08-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-08-01_nontem.grib,pf,,2022-08-01/to/2022-08-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-08-01_tem.grib,cf,#,2022-08-01/to/2022-08-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-08-01_nontem.grib,pf,,2022-08-01/to/2022-08-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-09-01_tem.grib,cf,#,2022-09-01/to/2022-09-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-09-01_nontem.grib,pf,,2022-09-01/to/2022-09-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-09-01_tem.grib,cf,#,2022-09-01/to/2022-09-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-09-01_nontem.grib,pf,,2022-09-01/to/2022-09-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-10-01_tem.grib,cf,#,2022-10-01/to/2022-10-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-10-01_nontem.grib,pf,,2022-10-01/to/2022-10-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-10-01_tem.grib,cf,#,2022-10-01/to/2022-10-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-10-01_nontem.grib,pf,,2022-10-01/to/2022-10-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-11-01_tem.grib,cf,#,2022-11-01/to/2022-11-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-11-01_nontem.grib,pf,,2022-11-01/to/2022-11-30,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-11-01_tem.grib,cf,#,2022-11-01/to/2022-11-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-11-01_nontem.grib,pf,,2022-11-01/to/2022-11-30,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
cf_2022-12-01_tem.grib,cf,#,2022-12-01/to/2022-12-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
pf_2022-12-01_nontem.grib,pf,,2022-12-01/to/2022-12-31,31.375/121/31.25/121.125,121/122,0/to/360/by/6,
cf_2022-12-01_tem.grib,cf,#,2022-12-01/to/2022-12-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
pf_2022-12-01_nontem.grib,pf,,2022-12-01/to/2022-12-31,31.375/121/31.25/121.125,151/165/166/168/169/175/176/177/228,0/to/360/by/24,
